"","State","State_name","County","County_name","Tract","Block_Group","Tot_Population_ACS_08_12","Males_ACS_08_12","Females_ACS_08_12","Pop_25yrs_Over_ACS_08_12","Not_HS_Grad_ACS_08_12","College_ACS_08_12","Prs_Blw_Pov_Lev_ACS_08_12"
"1196",31,"Nebraska",119,"Madison County",960600,2,1273,650,623,828,28,152,177
"1197",31,"Nebraska",119,"Madison County",960600,3,1159,537,622,808,79,187,65
"1198",31,"Nebraska",119,"Madison County",960700,1,856,478,378,542,74,36,135
"1199",31,"Nebraska",119,"Madison County",960700,2,1326,614,712,782,138,142,548
"1200",31,"Nebraska",119,"Madison County",960700,3,825,349,476,450,16,107,145
"1201",31,"Nebraska",119,"Madison County",960801,1,1126,549,577,816,23,351,66
"1202",31,"Nebraska",119,"Madison County",960801,2,1233,581,652,943,89,255,76
"1203",31,"Nebraska",119,"Madison County",960801,3,2335,1061,1274,1452,28,496,49
"1204",31,"Nebraska",119,"Madison County",960802,1,948,508,440,608,12,239,41
"1205",31,"Nebraska",119,"Madison County",960802,2,2367,1167,1200,1560,99,647,281
"1206",31,"Nebraska",119,"Madison County",960900,1,808,390,418,497,23,99,190
"1207",31,"Nebraska",119,"Madison County",960900,2,1191,639,552,686,96,69,121
"1208",31,"Nebraska",119,"Madison County",960900,3,731,308,423,457,31,51,158
"1209",31,"Nebraska",119,"Madison County",960900,4,1094,583,511,730,339,45,296
"1210",31,"Nebraska",119,"Madison County",960900,5,948,363,585,569,50,72,391
"1211",31,"Nebraska",119,"Madison County",961000,1,1762,901,861,981,167,91,410
"1212",31,"Nebraska",119,"Madison County",961000,2,1042,501,541,708,124,129,194
"1213",31,"Nebraska",119,"Madison County",961000,3,434,211,223,254,21,80,108
"1214",31,"Nebraska",119,"Madison County",961100,1,1208,683,525,736,41,144,125
"1215",31,"Nebraska",119,"Madison County",961100,2,850,408,442,455,193,10,185
"1216",31,"Nebraska",119,"Madison County",961200,1,942,489,453,706,21,77,30
"1217",31,"Nebraska",119,"Madison County",961200,2,604,301,303,416,72,47,99
"1218",31,"Nebraska",119,"Madison County",961200,3,676,338,338,462,60,53,52
"1219",31,"Nebraska",119,"Madison County",961200,4,1140,598,542,790,92,112,45
"1220",31,"Nebraska",119,"Madison County",961300,1,734,386,348,520,31,90,47
"1221",31,"Nebraska",119,"Madison County",961300,2,751,383,368,469,13,80,80
"1222",31,"Nebraska",119,"Madison County",961300,3,730,349,381,622,76,105,51
"1223",31,"Nebraska",119,"Madison County",961300,4,1875,905,970,1214,446,144,242
"1224",31,"Nebraska",119,"Madison County",961300,5,1041,553,488,641,188,135,115
"1225",31,"Nebraska",121,"Merrick County",966600,1,798,434,364,526,27,67,55
"1226",31,"Nebraska",121,"Merrick County",966600,2,972,487,485,751,55,90,68
"1227",31,"Nebraska",121,"Merrick County",966700,1,822,377,445,620,87,100,150
"1228",31,"Nebraska",121,"Merrick County",966700,2,512,225,287,398,28,55,30
"1229",31,"Nebraska",121,"Merrick County",966700,3,1300,626,674,836,96,113,108
"1230",31,"Nebraska",121,"Merrick County",966800,1,1311,706,605,1005,77,217,127
"1231",31,"Nebraska",121,"Merrick County",966800,2,855,432,423,501,85,28,151
"1232",31,"Nebraska",121,"Merrick County",966800,3,1209,538,671,752,64,143,234
"1233",31,"Nebraska",123,"Morrill County",952500,1,960,545,415,731,117,117,91
"1234",31,"Nebraska",123,"Morrill County",952500,2,897,461,436,635,50,120,148
"1235",31,"Nebraska",123,"Morrill County",952500,3,710,388,322,519,70,119,113
"1236",31,"Nebraska",123,"Morrill County",952500,4,612,265,347,439,72,104,109
"1237",31,"Nebraska",123,"Morrill County",952500,5,1814,882,932,1153,191,260,255
"1238",31,"Nebraska",125,"Nance County",966100,1,651,301,350,426,28,43,81
"1239",31,"Nebraska",125,"Nance County",966100,2,473,277,196,374,115,20,36
"1240",31,"Nebraska",125,"Nance County",966100,3,1097,532,565,744,55,111,154
"1241",31,"Nebraska",125,"Nance County",966100,4,809,381,428,575,70,98,73
"1242",31,"Nebraska",125,"Nance County",966100,5,700,380,320,504,50,46,171
"1243",31,"Nebraska",127,"Nemaha County",968100,1,1129,597,532,421,35,127,129
"1244",31,"Nebraska",127,"Nemaha County",968100,2,1227,575,652,839,71,186,102
"1245",31,"Nebraska",127,"Nemaha County",968100,3,602,287,315,448,27,189,18
"1246",31,"Nebraska",127,"Nemaha County",968100,4,639,341,298,480,26,75,65
"1247",31,"Nebraska",127,"Nemaha County",968200,1,597,260,337,477,62,50,82
"1248",31,"Nebraska",127,"Nemaha County",968200,2,1347,588,759,1034,119,273,117
"1249",31,"Nebraska",127,"Nemaha County",968200,3,921,484,437,521,20,112,42
"1250",31,"Nebraska",127,"Nemaha County",968200,4,762,398,364,530,12,158,85
"1251",31,"Nebraska",129,"Nuckolls County",960000,1,555,285,270,434,58,51,160
"1252",31,"Nebraska",129,"Nuckolls County",960000,2,1177,593,584,873,19,61,164
"1253",31,"Nebraska",129,"Nuckolls County",960000,3,613,316,297,425,19,60,101
"1254",31,"Nebraska",129,"Nuckolls County",960100,1,1123,519,604,840,98,106,220
"1255",31,"Nebraska",129,"Nuckolls County",960100,2,1022,479,543,757,64,143,92
"1256",31,"Nebraska",131,"Otoe County",966600,1,902,482,420,645,41,191,154
"1257",31,"Nebraska",131,"Otoe County",966600,2,1187,631,556,827,35,145,69
"1258",31,"Nebraska",131,"Otoe County",966700,1,1482,730,752,1041,91,116,213
"1259",31,"Nebraska",131,"Otoe County",966700,2,1607,750,857,1160,88,335,103
"1260",31,"Nebraska",131,"Otoe County",966800,1,995,502,493,676,42,124,157
"1261",31,"Nebraska",131,"Otoe County",966800,2,2003,942,1061,1412,49,481,68
"1262",31,"Nebraska",131,"Otoe County",966900,1,1701,781,920,1133,89,276,289
"1263",31,"Nebraska",131,"Otoe County",966900,2,1482,765,717,833,126,158,280
"1264",31,"Nebraska",131,"Otoe County",966900,3,1452,728,724,1060,68,222,93
"1265",31,"Nebraska",131,"Otoe County",967000,1,1121,543,578,776,127,97,170
"1266",31,"Nebraska",131,"Otoe County",967000,2,1455,740,715,950,113,103,230
"1267",31,"Nebraska",131,"Otoe County",967000,3,342,140,202,304,31,50,39
"1268",31,"Nebraska",133,"Pawnee County",967800,1,710,418,292,500,30,88,63
"1269",31,"Nebraska",133,"Pawnee County",967800,2,1165,583,582,853,117,105,151
"1270",31,"Nebraska",133,"Pawnee County",967800,3,878,378,500,681,66,95,174
"1271",31,"Nebraska",135,"Perkins County",959300,1,728,369,359,545,33,146,23
"1272",31,"Nebraska",135,"Perkins County",959300,2,790,423,367,491,44,85,85
"1273",31,"Nebraska",135,"Perkins County",959300,3,1429,718,711,1044,82,196,54
"1274",31,"Nebraska",137,"Phelps County",967000,1,921,433,488,617,68,61,152
"1275",31,"Nebraska",137,"Phelps County",967000,2,968,487,481,699,41,168,134
"1276",31,"Nebraska",137,"Phelps County",967000,3,928,424,504,616,50,112,191
"1277",31,"Nebraska",137,"Phelps County",967100,1,994,490,504,634,26,190,46
"1278",31,"Nebraska",137,"Phelps County",967100,2,447,196,251,389,31,94,25
"1279",31,"Nebraska",137,"Phelps County",967100,3,840,376,464,589,41,97,6
"1280",31,"Nebraska",137,"Phelps County",967100,4,910,438,472,682,33,169,130
"1281",31,"Nebraska",137,"Phelps County",967200,1,508,272,236,374,7,121,47
"1282",31,"Nebraska",137,"Phelps County",967200,2,474,246,228,297,30,81,7
"1283",31,"Nebraska",137,"Phelps County",967200,3,983,519,464,624,41,85,108
"1284",31,"Nebraska",137,"Phelps County",967200,4,1211,646,565,833,37,163,94
"1285",31,"Nebraska",139,"Pierce County",979100,1,649,353,296,483,26,80,19
"1286",31,"Nebraska",139,"Pierce County",979100,2,2166,1053,1113,1370,109,283,95
"1287",31,"Nebraska",139,"Pierce County",979100,3,1098,564,534,689,14,125,19
"1288",31,"Nebraska",139,"Pierce County",979200,1,1035,549,486,725,72,105,80
"1289",31,"Nebraska",139,"Pierce County",979200,2,1124,611,513,711,19,133,80
"1290",31,"Nebraska",139,"Pierce County",979200,3,1159,558,601,921,115,102,131
"1291",31,"Nebraska",141,"Platte County",965100,1,1651,871,780,1031,87,155,66
"1292",31,"Nebraska",141,"Platte County",965100,2,1053,582,471,762,46,115,116
"1293",31,"Nebraska",141,"Platte County",965100,3,1236,634,602,795,46,87,40
"1294",31,"Nebraska",141,"Platte County",965298,1,883,524,359,543,42,43,144
"1295",31,"Nebraska",141,"Platte County",965298,2,565,241,324,437,36,63,26
"1296",31,"Nebraska",141,"Platte County",965298,3,960,502,458,637,32,96,51
"1297",31,"Nebraska",141,"Platte County",965298,4,749,409,340,544,45,102,67
"1298",31,"Nebraska",141,"Platte County",965300,1,656,356,300,453,44,53,0
"1299",31,"Nebraska",141,"Platte County",965300,2,1340,719,621,706,16,194,147
"1300",31,"Nebraska",141,"Platte County",965300,3,1527,475,1052,968,165,110,520
"1301",31,"Nebraska",141,"Platte County",965300,4,2073,964,1109,1641,176,476,53
"1302",31,"Nebraska",141,"Platte County",965300,5,1482,643,839,975,50,302,67
"1303",31,"Nebraska",141,"Platte County",965400,1,1779,829,950,883,247,48,371
"1304",31,"Nebraska",141,"Platte County",965400,2,1437,755,682,1069,55,334,20
"1305",31,"Nebraska",141,"Platte County",965400,3,999,447,552,540,8,153,296
"1306",31,"Nebraska",141,"Platte County",965500,1,870,497,373,709,146,77,0
"1307",31,"Nebraska",141,"Platte County",965500,2,796,406,390,604,48,124,25
"1308",31,"Nebraska",141,"Platte County",965500,3,760,359,401,563,17,63,64
"1309",31,"Nebraska",141,"Platte County",965500,4,1210,640,570,592,38,15,100
"1310",31,"Nebraska",141,"Platte County",965500,5,2216,1264,952,1316,187,221,66
"1311",31,"Nebraska",141,"Platte County",965600,1,998,408,590,602,90,125,53
"1312",31,"Nebraska",141,"Platte County",965600,2,2318,1137,1181,1346,303,199,443
"1313",31,"Nebraska",141,"Platte County",965600,3,968,476,492,693,104,96,137
"1314",31,"Nebraska",141,"Platte County",965600,4,746,360,386,425,46,68,113
"1315",31,"Nebraska",141,"Platte County",965700,1,626,330,296,431,26,132,57
"1316",31,"Nebraska",141,"Platte County",965700,2,978,503,475,610,19,64,11
"1317",31,"Nebraska",141,"Platte County",965700,3,675,369,306,522,62,33,19
"1318",31,"Nebraska",141,"Platte County",965700,4,644,358,286,444,63,52,60
"1319",31,"Nebraska",143,"Polk County",960000,1,923,514,409,679,43,109,41
"1320",31,"Nebraska",143,"Polk County",960000,2,1090,530,560,803,59,173,56
"1321",31,"Nebraska",143,"Polk County",960100,1,1434,699,735,944,62,159,117
"1322",31,"Nebraska",143,"Polk County",960100,2,586,293,293,458,19,88,66
"1323",31,"Nebraska",143,"Polk County",960100,3,1338,635,703,905,108,178,115
"1324",31,"Nebraska",145,"Red Willow County",963100,1,1047,491,556,673,16,264,107
"1325",31,"Nebraska",145,"Red Willow County",963100,2,1112,504,608,774,63,94,90
"1326",31,"Nebraska",145,"Red Willow County",963100,3,568,270,298,416,22,97,38
"1327",31,"Nebraska",145,"Red Willow County",963200,1,1139,431,708,761,27,274,37
"1328",31,"Nebraska",145,"Red Willow County",963200,2,1378,721,657,877,117,115,98
"1329",31,"Nebraska",145,"Red Willow County",963200,3,989,420,569,781,86,167,76
"1330",31,"Nebraska",145,"Red Willow County",963200,4,829,515,314,553,0,132,19
"1331",31,"Nebraska",145,"Red Willow County",963200,5,696,311,385,513,26,127,26
"1332",31,"Nebraska",145,"Red Willow County",963300,1,785,410,375,496,26,56,124
"1333",31,"Nebraska",145,"Red Willow County",963300,2,842,502,340,488,14,159,128
"1334",31,"Nebraska",145,"Red Willow County",963300,3,630,286,344,404,63,99,97
"1335",31,"Nebraska",145,"Red Willow County",963300,4,998,543,455,724,40,78,186
"1336",31,"Nebraska",147,"Richardson County",964500,1,854,467,387,666,52,112,116
"1337",31,"Nebraska",147,"Richardson County",964500,2,876,468,408,606,53,71,43
"1338",31,"Nebraska",147,"Richardson County",968500,1,804,401,403,612,28,79,50
"1339",31,"Nebraska",147,"Richardson County",968500,2,1213,611,602,921,90,102,278
"1340",31,"Nebraska",147,"Richardson County",968600,1,1765,786,979,1188,63,203,476
"1341",31,"Nebraska",147,"Richardson County",968600,2,876,438,438,650,85,64,107
"1342",31,"Nebraska",147,"Richardson County",968600,3,1967,861,1106,1443,102,321,228
"1343",31,"Nebraska",149,"Rock County",974600,1,809,377,432,567,33,113,82
"1344",31,"Nebraska",149,"Rock County",974600,2,731,349,382,595,48,110,28
"1345",31,"Nebraska",151,"Saline County",960600,1,1327,640,687,783,285,32,522
"1346",31,"Nebraska",151,"Saline County",960600,2,2237,1310,927,1270,300,232,870
"1347",31,"Nebraska",151,"Saline County",960600,3,1463,657,806,895,136,97,118
"1348",31,"Nebraska",151,"Saline County",960600,4,2375,1239,1136,1042,148,305,167
"1349",31,"Nebraska",151,"Saline County",960700,1,1051,517,534,683,82,106,28
"1350",31,"Nebraska",151,"Saline County",960700,2,1201,603,598,822,101,144,36
"1351",31,"Nebraska",151,"Saline County",960800,1,883,463,420,662,57,69,57
"1352",31,"Nebraska",151,"Saline County",960800,2,791,406,385,532,66,88,55
"1353",31,"Nebraska",151,"Saline County",960900,1,1328,632,696,895,113,67,95
"1354",31,"Nebraska",151,"Saline County",960900,2,1622,844,778,1096,73,150,110
"1355",31,"Nebraska",153,"Sarpy County",10103,1,1268,590,678,823,0,311,9
"1356",31,"Nebraska",153,"Sarpy County",10103,2,1272,593,679,857,57,263,159
"1357",31,"Nebraska",153,"Sarpy County",10103,3,1011,483,528,747,44,228,22
"1358",31,"Nebraska",153,"Sarpy County",10103,4,997,484,513,688,25,323,23
"1359",31,"Nebraska",153,"Sarpy County",10104,1,786,453,333,398,44,76,130
"1360",31,"Nebraska",153,"Sarpy County",10104,2,1177,636,541,798,24,212,34
"1361",31,"Nebraska",153,"Sarpy County",10105,1,1135,561,574,810,32,157,8
"1362",31,"Nebraska",153,"Sarpy County",10105,2,690,313,377,529,0,175,107
"1363",31,"Nebraska",153,"Sarpy County",10105,3,1044,583,461,567,11,199,216
"1364",31,"Nebraska",153,"Sarpy County",10106,1,919,535,384,639,48,243,215
"1365",31,"Nebraska",153,"Sarpy County",10106,2,1018,439,579,815,231,127,92
"1366",31,"Nebraska",153,"Sarpy County",10106,3,1410,636,774,804,39,245,298
"1367",31,"Nebraska",153,"Sarpy County",10106,4,425,186,239,288,13,50,62
"1368",31,"Nebraska",153,"Sarpy County",10106,5,716,416,300,402,58,112,304
"1369",31,"Nebraska",153,"Sarpy County",10107,1,1513,830,683,804,134,129,578
"1370",31,"Nebraska",153,"Sarpy County",10107,2,929,433,496,558,43,184,33
"1371",31,"Nebraska",153,"Sarpy County",10107,3,883,430,453,664,14,245,36
"1372",31,"Nebraska",153,"Sarpy County",10108,1,833,266,567,458,16,29,127
"1373",31,"Nebraska",153,"Sarpy County",10108,2,1122,644,478,751,71,217,75
"1374",31,"Nebraska",153,"Sarpy County",10108,3,1420,704,716,1006,41,248,259
"1375",31,"Nebraska",153,"Sarpy County",10203,1,817,457,360,446,28,140,0
"1376",31,"Nebraska",153,"Sarpy County",10203,2,2340,1149,1191,1429,0,878,47
"1377",31,"Nebraska",153,"Sarpy County",10203,3,1392,614,778,1025,15,301,34
"1378",31,"Nebraska",153,"Sarpy County",10204,1,959,366,593,471,17,122,71
"1379",31,"Nebraska",153,"Sarpy County",10204,2,702,325,377,476,10,202,9
"1380",31,"Nebraska",153,"Sarpy County",10204,3,1414,617,797,849,25,385,115
"1381",31,"Nebraska",153,"Sarpy County",10205,1,1882,902,980,1157,42,474,25
"1382",31,"Nebraska",153,"Sarpy County",10205,2,1446,718,728,867,0,461,73
"1383",31,"Nebraska",153,"Sarpy County",10205,3,2140,1106,1034,1147,6,608,12
"1384",31,"Nebraska",153,"Sarpy County",10206,1,799,333,466,446,0,126,64
"1385",31,"Nebraska",153,"Sarpy County",10206,2,1290,641,649,780,21,194,0
"1386",31,"Nebraska",153,"Sarpy County",10206,3,1442,674,768,853,0,427,0
"1387",31,"Nebraska",153,"Sarpy County",10206,4,914,481,433,609,37,283,16
"1388",31,"Nebraska",153,"Sarpy County",10207,1,1409,678,731,926,59,365,54
"1389",31,"Nebraska",153,"Sarpy County",10207,2,680,305,375,417,6,109,63
"1390",31,"Nebraska",153,"Sarpy County",10208,1,1985,977,1008,1185,41,641,230
"1391",31,"Nebraska",153,"Sarpy County",10208,2,689,355,334,546,19,171,0
"1392",31,"Nebraska",153,"Sarpy County",10302,1,1232,716,516,322,0,96,14
"1393",31,"Nebraska",153,"Sarpy County",10305,1,823,473,350,418,0,58,149
"1394",31,"Nebraska",153,"Sarpy County",10305,2,334,204,130,119,0,16,0
"1395",31,"Nebraska",153,"Sarpy County",10305,3,595,337,258,266,0,25,8
"1396",31,"Nebraska",153,"Sarpy County",10306,1,293,166,127,109,0,0,10
"1397",31,"Nebraska",153,"Sarpy County",10306,2,850,481,369,445,10,49,55
"1398",31,"Nebraska",153,"Sarpy County",10306,3,856,403,453,339,22,92,45
"1399",31,"Nebraska",153,"Sarpy County",10401,1,1477,815,662,856,218,61,264
"1400",31,"Nebraska",153,"Sarpy County",10401,2,1513,697,816,1031,73,338,77
"1401",31,"Nebraska",153,"Sarpy County",10402,1,1392,662,730,861,120,125,194
"1402",31,"Nebraska",153,"Sarpy County",10402,2,446,235,211,381,21,76,24
"1403",31,"Nebraska",153,"Sarpy County",10402,3,1893,1030,863,1098,102,218,562
"1404",31,"Nebraska",153,"Sarpy County",10402,4,1079,508,571,695,91,32,25
"1405",31,"Nebraska",153,"Sarpy County",10501,1,766,454,312,472,139,95,102
"1406",31,"Nebraska",153,"Sarpy County",10501,2,1203,570,633,628,71,66,37
"1407",31,"Nebraska",153,"Sarpy County",10501,3,1718,928,790,1067,260,171,124
"1408",31,"Nebraska",153,"Sarpy County",10501,4,704,336,368,536,14,97,131
"1409",31,"Nebraska",153,"Sarpy County",10501,5,1829,955,874,1253,131,503,128
"1410",31,"Nebraska",153,"Sarpy County",10502,1,870,466,404,621,60,203,0
"1411",31,"Nebraska",153,"Sarpy County",10502,2,1227,651,576,778,45,69,46
"1412",31,"Nebraska",153,"Sarpy County",10502,3,1300,567,733,727,160,126,300
"1413",31,"Nebraska",153,"Sarpy County",10502,4,1061,555,506,762,46,168,39
"1414",31,"Nebraska",153,"Sarpy County",10503,1,1108,573,535,655,61,123,48
"1415",31,"Nebraska",153,"Sarpy County",10503,2,640,365,275,370,59,89,68
"1416",31,"Nebraska",153,"Sarpy County",10503,3,452,202,250,352,13,41,65
"1417",31,"Nebraska",153,"Sarpy County",10503,4,951,435,516,741,24,127,59
"1418",31,"Nebraska",153,"Sarpy County",10614,1,1019,583,436,605,70,140,346
"1419",31,"Nebraska",153,"Sarpy County",10614,2,804,418,386,399,6,54,39
"1420",31,"Nebraska",153,"Sarpy County",10614,3,1069,542,527,608,42,150,74
"1421",31,"Nebraska",153,"Sarpy County",10614,4,750,345,405,379,0,55,214
"1422",31,"Nebraska",153,"Sarpy County",10614,5,554,284,270,456,17,103,9
"1423",31,"Nebraska",153,"Sarpy County",10614,6,1245,618,627,704,153,126,13
"1424",31,"Nebraska",153,"Sarpy County",10615,1,828,388,440,495,33,62,99
"1425",31,"Nebraska",153,"Sarpy County",10615,2,1280,636,644,893,34,279,0
"1426",31,"Nebraska",153,"Sarpy County",10616,1,1172,553,619,808,19,418,9
"1427",31,"Nebraska",153,"Sarpy County",10616,2,2410,1238,1172,1630,31,788,4
"1428",31,"Nebraska",153,"Sarpy County",10617,1,892,444,448,570,5,260,8
"1429",31,"Nebraska",153,"Sarpy County",10617,2,796,411,385,482,52,115,109
"1430",31,"Nebraska",153,"Sarpy County",10617,3,913,484,429,553,0,205,0
"1431",31,"Nebraska",153,"Sarpy County",10617,4,601,238,363,482,16,152,13
"1432",31,"Nebraska",153,"Sarpy County",10617,5,1131,603,528,748,11,357,0
"1433",31,"Nebraska",153,"Sarpy County",10617,6,1230,611,619,755,0,428,0
"1434",31,"Nebraska",153,"Sarpy County",10618,1,891,440,451,548,105,164,0
"1435",31,"Nebraska",153,"Sarpy County",10618,2,1493,854,639,905,110,495,123
"1436",31,"Nebraska",153,"Sarpy County",10618,3,3314,1663,1651,1896,43,988,0
"1437",31,"Nebraska",153,"Sarpy County",10619,1,893,475,418,538,38,144,35
"1438",31,"Nebraska",153,"Sarpy County",10619,2,654,329,325,501,1,160,77
"1439",31,"Nebraska",153,"Sarpy County",10619,3,739,405,334,532,87,117,86
"1440",31,"Nebraska",153,"Sarpy County",10619,4,1513,734,779,631,12,137,492
"1441",31,"Nebraska",153,"Sarpy County",10619,5,933,473,460,624,33,229,0
"1442",31,"Nebraska",153,"Sarpy County",10620,1,735,314,421,547,21,261,0
"1443",31,"Nebraska",153,"Sarpy County",10620,2,2572,1125,1447,1562,57,724,180
"1444",31,"Nebraska",153,"Sarpy County",10621,1,674,254,420,523,12,114,106
"1445",31,"Nebraska",153,"Sarpy County",10621,2,701,304,397,464,0,50,0
"1446",31,"Nebraska",153,"Sarpy County",10621,3,722,419,303,496,80,93,286
"1447",31,"Nebraska",153,"Sarpy County",10621,4,1042,443,599,564,0,216,69
"1448",31,"Nebraska",153,"Sarpy County",10621,5,2388,1140,1248,1705,33,806,34
"1449",31,"Nebraska",153,"Sarpy County",10622,1,1724,842,882,1083,0,788,9
"1450",31,"Nebraska",153,"Sarpy County",10622,2,1154,680,474,760,43,366,45
"1451",31,"Nebraska",153,"Sarpy County",10623,1,425,229,196,340,44,107,29
"1452",31,"Nebraska",153,"Sarpy County",10623,2,916,522,394,745,20,215,15
"1453",31,"Nebraska",153,"Sarpy County",10623,3,1061,535,526,608,63,257,42
"1454",31,"Nebraska",153,"Sarpy County",10623,4,1831,814,1017,1186,10,467,0
"1455",31,"Nebraska",153,"Sarpy County",10624,1,2638,1138,1500,1574,28,706,226
"1456",31,"Nebraska",153,"Sarpy County",10624,2,3220,1672,1548,1600,19,999,125
"1457",31,"Nebraska",153,"Sarpy County",10625,1,1191,588,603,634,46,29,177
"1458",31,"Nebraska",153,"Sarpy County",10625,2,627,269,358,287,0,49,0
"1459",31,"Nebraska",153,"Sarpy County",10625,3,434,227,207,317,15,122,44
"1460",31,"Nebraska",153,"Sarpy County",10625,4,1456,673,783,853,0,346,10
"1461",31,"Nebraska",153,"Sarpy County",10625,5,1706,893,813,1014,47,285,0
"1462",31,"Nebraska",153,"Sarpy County",10626,1,1579,809,770,1100,21,402,24
"1463",31,"Nebraska",153,"Sarpy County",10626,2,1221,564,657,851,0,439,12
"1464",31,"Nebraska",153,"Sarpy County",10626,3,2271,1096,1175,1349,205,535,341
"1465",31,"Nebraska",153,"Sarpy County",10627,1,1208,670,538,783,10,341,0
"1466",31,"Nebraska",153,"Sarpy County",10627,2,1599,852,747,1033,14,551,21
"1467",31,"Nebraska",153,"Sarpy County",10628,1,1042,531,511,689,11,444,0
"1468",31,"Nebraska",153,"Sarpy County",10628,2,1672,781,891,1105,18,475,28
"1469",31,"Nebraska",153,"Sarpy County",10628,3,1554,739,815,915,0,605,34
"1470",31,"Nebraska",153,"Sarpy County",10629,1,790,400,390,628,0,297,19
"1471",31,"Nebraska",153,"Sarpy County",10629,2,1002,494,508,638,6,182,0
"1472",31,"Nebraska",153,"Sarpy County",10630,1,2225,1154,1071,1275,23,798,55
"1473",31,"Nebraska",153,"Sarpy County",10631,1,1983,857,1126,1143,79,433,58
"1474",31,"Nebraska",153,"Sarpy County",10631,2,869,389,480,508,0,253,0
"1475",31,"Nebraska",153,"Sarpy County",10631,3,1023,456,567,707,0,311,0
"1476",31,"Nebraska",153,"Sarpy County",10631,4,505,223,282,381,36,135,38
"1477",31,"Nebraska",153,"Sarpy County",10632,1,2016,1065,951,1319,12,462,0
"1478",31,"Nebraska",153,"Sarpy County",10632,2,419,183,236,351,25,98,24
"1479",31,"Nebraska",153,"Sarpy County",10632,3,1242,581,661,707,13,342,53
"1480",31,"Nebraska",153,"Sarpy County",10633,1,1283,658,625,876,10,256,117
"1481",31,"Nebraska",153,"Sarpy County",10633,2,547,313,234,364,25,148,7
"1482",31,"Nebraska",153,"Sarpy County",10633,3,956,457,499,588,2,186,0
"1483",31,"Nebraska",153,"Sarpy County",10634,1,568,264,304,388,0,162,36
"1484",31,"Nebraska",153,"Sarpy County",10634,2,1021,482,539,600,0,289,24
"1485",31,"Nebraska",153,"Sarpy County",10634,3,1127,629,498,722,0,273,0
"1486",31,"Nebraska",153,"Sarpy County",10701,1,1644,828,816,1059,40,513,22
"1487",31,"Nebraska",153,"Sarpy County",10701,2,740,396,344,551,20,144,6
"1488",31,"Nebraska",153,"Sarpy County",10702,1,671,337,334,396,49,59,74
"1489",31,"Nebraska",153,"Sarpy County",10702,2,848,430,418,564,17,183,3
"1490",31,"Nebraska",153,"Sarpy County",10702,3,1182,657,525,855,89,271,1
"1491",31,"Nebraska",153,"Sarpy County",10702,4,785,458,327,494,13,176,71
"1492",31,"Nebraska",155,"Saunders County",968100,1,1385,717,668,1069,29,294,17
"1493",31,"Nebraska",155,"Saunders County",968100,2,1216,601,615,768,20,206,19
"1494",31,"Nebraska",155,"Saunders County",968100,3,767,388,379,582,36,83,54
"1495",31,"Nebraska",155,"Saunders County",968200,1,1734,998,736,1159,111,204,84
"1496",31,"Nebraska",155,"Saunders County",968200,2,551,293,258,320,6,40,161
"1497",31,"Nebraska",155,"Saunders County",968200,3,1723,912,811,1113,97,169,281
"1498",31,"Nebraska",155,"Saunders County",968200,4,1602,771,831,1161,55,297,105
"1499",31,"Nebraska",155,"Saunders County",968300,1,1670,836,834,1062,75,342,111
"1500",31,"Nebraska",155,"Saunders County",968300,2,988,475,513,647,134,229,162
"1501",31,"Nebraska",155,"Saunders County",968300,3,1262,543,719,856,50,205,159
"1502",31,"Nebraska",155,"Saunders County",968300,4,780,304,476,503,26,124,93
"1503",31,"Nebraska",155,"Saunders County",968400,1,1322,662,660,877,61,212,40
"1504",31,"Nebraska",155,"Saunders County",968400,2,1192,611,581,832,55,119,137
"1505",31,"Nebraska",155,"Saunders County",968400,3,1579,819,760,1000,51,186,47
"1506",31,"Nebraska",155,"Saunders County",968500,1,1407,776,631,1010,55,294,149
"1507",31,"Nebraska",155,"Saunders County",968500,2,1518,811,707,1051,91,351,73
"1508",31,"Nebraska",157,"Scotts Bluff County",952900,1,1292,558,734,901,128,243,16
"1509",31,"Nebraska",157,"Scotts Bluff County",952900,2,703,382,321,461,29,144,64
"1510",31,"Nebraska",157,"Scotts Bluff County",952900,3,1023,512,511,607,130,33,121
"1511",31,"Nebraska",157,"Scotts Bluff County",953000,1,592,268,324,336,33,68,0
"1512",31,"Nebraska",157,"Scotts Bluff County",953000,2,927,451,476,602,63,90,90
"1513",31,"Nebraska",157,"Scotts Bluff County",953000,3,1123,496,627,762,124,82,251
"1514",31,"Nebraska",157,"Scotts Bluff County",953000,4,578,275,303,344,53,50,122
"1515",31,"Nebraska",157,"Scotts Bluff County",953100,1,726,365,361,423,4,76,158
"1516",31,"Nebraska",157,"Scotts Bluff County",953100,2,675,300,375,517,72,106,87
"1517",31,"Nebraska",157,"Scotts Bluff County",953100,3,822,424,398,544,118,68,302
"1518",31,"Nebraska",157,"Scotts Bluff County",953200,1,803,473,330,474,79,107,81
"1519",31,"Nebraska",157,"Scotts Bluff County",953200,2,700,355,345,547,13,123,30
"1520",31,"Nebraska",157,"Scotts Bluff County",953300,1,1469,682,787,1232,121,395,57
"1521",31,"Nebraska",157,"Scotts Bluff County",953300,2,1401,558,843,972,56,251,250
"1522",31,"Nebraska",157,"Scotts Bluff County",953300,3,799,433,366,617,61,172,96
