"","State","State_name","County","County_name","Tract","Block_Group","Tot_Population_ACS_08_12","Males_ACS_08_12","Females_ACS_08_12","Pop_25yrs_Over_ACS_08_12","Not_HS_Grad_ACS_08_12","College_ACS_08_12","Prs_Blw_Pov_Lev_ACS_08_12"
"868",31,"Nebraska",79,"Hall County",900,2,1843,1067,776,1041,307,128,254
"869",31,"Nebraska",79,"Hall County",900,3,870,368,502,564,64,194,150
"870",31,"Nebraska",79,"Hall County",900,4,1382,799,583,690,192,105,294
"871",31,"Nebraska",79,"Hall County",1000,1,980,637,343,721,169,75,220
"872",31,"Nebraska",79,"Hall County",1000,2,1783,788,995,941,364,151,485
"873",31,"Nebraska",79,"Hall County",1000,3,630,289,341,408,60,31,112
"874",31,"Nebraska",79,"Hall County",1000,4,1248,611,637,933,15,205,34
"875",31,"Nebraska",79,"Hall County",1100,1,1431,727,704,958,146,45,367
"876",31,"Nebraska",79,"Hall County",1100,2,1490,698,792,927,234,146,266
"877",31,"Nebraska",79,"Hall County",1100,3,1537,772,765,843,257,78,363
"878",31,"Nebraska",79,"Hall County",1200,1,1367,705,662,1046,22,400,106
"879",31,"Nebraska",79,"Hall County",1200,2,985,515,470,715,42,279,11
"880",31,"Nebraska",79,"Hall County",1200,3,1227,564,663,803,110,123,46
"881",31,"Nebraska",79,"Hall County",1300,1,1613,830,783,1126,108,268,108
"882",31,"Nebraska",79,"Hall County",1300,2,1139,532,607,744,48,117,117
"883",31,"Nebraska",79,"Hall County",1400,1,1340,638,702,912,101,173,153
"884",31,"Nebraska",79,"Hall County",1400,2,622,338,284,406,15,51,12
"885",31,"Nebraska",81,"Hamilton County",969100,1,875,453,422,621,27,165,30
"886",31,"Nebraska",81,"Hamilton County",969100,2,1006,503,503,707,29,135,37
"887",31,"Nebraska",81,"Hamilton County",969200,1,916,458,458,542,25,135,180
"888",31,"Nebraska",81,"Hamilton County",969200,2,659,292,367,489,52,133,55
"889",31,"Nebraska",81,"Hamilton County",969200,3,973,513,460,678,30,82,9
"890",31,"Nebraska",81,"Hamilton County",969300,1,1541,809,732,1091,52,343,27
"891",31,"Nebraska",81,"Hamilton County",969300,2,1166,495,671,787,63,176,134
"892",31,"Nebraska",81,"Hamilton County",969300,3,1012,485,527,721,33,152,98
"893",31,"Nebraska",81,"Hamilton County",969300,4,948,502,446,603,63,94,187
"894",31,"Nebraska",83,"Harlan County",964200,1,1143,612,531,803,71,132,124
"895",31,"Nebraska",83,"Harlan County",964200,2,1032,542,490,870,80,172,120
"896",31,"Nebraska",83,"Harlan County",964200,3,1244,596,648,895,82,123,131
"897",31,"Nebraska",85,"Hayes County",961500,1,1037,555,482,710,83,125,65
"898",31,"Nebraska",87,"Hitchcock County",962700,1,614,314,300,485,31,118,63
"899",31,"Nebraska",87,"Hitchcock County",962700,2,870,435,435,633,16,64,63
"900",31,"Nebraska",87,"Hitchcock County",962700,3,798,403,395,562,51,41,95
"901",31,"Nebraska",87,"Hitchcock County",962700,4,616,319,297,452,82,70,137
"902",31,"Nebraska",89,"Holt County",974000,1,400,180,220,328,28,12,34
"903",31,"Nebraska",89,"Holt County",974000,2,1090,542,548,745,75,160,105
"904",31,"Nebraska",89,"Holt County",974100,1,1317,647,670,875,91,91,208
"905",31,"Nebraska",89,"Holt County",974100,2,709,397,312,540,45,75,42
"906",31,"Nebraska",89,"Holt County",974100,3,744,373,371,543,48,127,33
"907",31,"Nebraska",89,"Holt County",974200,1,1132,527,605,726,28,155,79
"908",31,"Nebraska",89,"Holt County",974200,2,735,366,369,527,48,102,40
"909",31,"Nebraska",89,"Holt County",974300,1,714,372,342,532,61,83,31
"910",31,"Nebraska",89,"Holt County",974300,2,1005,516,489,778,49,117,26
"911",31,"Nebraska",89,"Holt County",974300,3,1001,402,599,681,88,97,130
"912",31,"Nebraska",89,"Holt County",974300,4,697,336,361,553,97,133,27
"913",31,"Nebraska",89,"Holt County",974300,5,874,486,388,533,93,66,140
"914",31,"Nebraska",91,"Hooker County",956700,1,689,380,309,512,32,127,81
"915",31,"Nebraska",93,"Howard County",970500,1,930,519,411,685,53,55,83
"916",31,"Nebraska",93,"Howard County",970500,2,833,407,426,548,46,105,10
"917",31,"Nebraska",93,"Howard County",970600,1,983,517,466,700,62,79,40
"918",31,"Nebraska",93,"Howard County",970600,2,1009,441,568,670,62,41,232
"919",31,"Nebraska",93,"Howard County",970600,3,1355,690,665,873,87,243,170
"920",31,"Nebraska",93,"Howard County",970600,4,1184,631,553,906,46,153,62
"921",31,"Nebraska",95,"Jefferson County",963600,1,1182,571,611,909,69,101,83
"922",31,"Nebraska",95,"Jefferson County",963600,2,742,341,401,517,46,131,38
"923",31,"Nebraska",95,"Jefferson County",963600,3,1376,667,709,1015,77,141,124
"924",31,"Nebraska",95,"Jefferson County",963700,1,1787,894,893,1290,167,252,195
"925",31,"Nebraska",95,"Jefferson County",963700,2,1173,704,469,797,74,39,259
"926",31,"Nebraska",95,"Jefferson County",963800,1,1312,564,748,945,165,41,317
"927",31,"Nebraska",97,"Johnson County",967500,1,1098,513,585,761,37,148,84
"928",31,"Nebraska",97,"Johnson County",967500,2,998,469,529,700,46,144,103
"929",31,"Nebraska",97,"Johnson County",967600,1,1992,1410,582,1634,287,118,158
"930",31,"Nebraska",97,"Johnson County",967600,2,1100,581,519,790,133,68,269
"931",31,"Nebraska",99,"Kearney County",966600,1,1453,706,747,947,42,195,68
"932",31,"Nebraska",99,"Kearney County",966600,2,1576,780,796,1077,127,363,59
"933",31,"Nebraska",99,"Kearney County",966600,3,666,341,325,495,30,108,40
"934",31,"Nebraska",99,"Kearney County",966700,1,1221,538,683,886,68,270,46
"935",31,"Nebraska",99,"Kearney County",966700,2,1598,821,777,1141,93,298,96
"936",31,"Nebraska",101,"Keith County",100,1,892,482,410,603,60,119,63
"937",31,"Nebraska",101,"Keith County",100,2,559,291,268,394,23,52,124
"938",31,"Nebraska",101,"Keith County",200,1,998,486,512,792,41,181,53
"939",31,"Nebraska",101,"Keith County",200,2,1087,477,610,761,69,231,175
"940",31,"Nebraska",101,"Keith County",200,3,710,295,415,500,39,23,114
"941",31,"Nebraska",101,"Keith County",200,4,449,231,218,449,71,100,30
"942",31,"Nebraska",101,"Keith County",300,1,1705,928,777,1328,63,253,278
"943",31,"Nebraska",101,"Keith County",300,2,965,519,446,656,35,138,39
"944",31,"Nebraska",101,"Keith County",300,3,919,478,441,677,80,153,44
"945",31,"Nebraska",103,"Keya Paha County",975400,1,742,368,374,599,47,89,138
"946",31,"Nebraska",105,"Kimball County",954500,1,1073,546,527,747,104,166,145
"947",31,"Nebraska",105,"Kimball County",954500,2,1018,544,474,665,89,83,25
"948",31,"Nebraska",105,"Kimball County",954500,3,633,305,328,471,54,110,71
"949",31,"Nebraska",105,"Kimball County",954500,4,1065,552,513,874,113,119,162
"950",31,"Nebraska",107,"Knox County",976200,1,1321,698,623,1072,125,235,113
"951",31,"Nebraska",107,"Knox County",976200,2,1791,839,952,1213,115,217,258
"952",31,"Nebraska",107,"Knox County",976300,1,1320,637,683,926,98,175,126
"953",31,"Nebraska",107,"Knox County",976300,2,1086,467,619,860,135,160,165
"954",31,"Nebraska",107,"Knox County",976400,1,1668,871,797,1194,78,200,49
"955",31,"Nebraska",107,"Knox County",976400,2,1462,715,747,856,119,104,430
"956",31,"Nebraska",109,"Lancaster County",100,1,1121,595,526,803,70,144,60
"957",31,"Nebraska",109,"Lancaster County",100,2,970,537,433,648,87,61,272
"958",31,"Nebraska",109,"Lancaster County",100,3,1590,799,791,780,74,74,602
"959",31,"Nebraska",109,"Lancaster County",201,1,625,287,338,538,50,95,67
"960",31,"Nebraska",109,"Lancaster County",201,2,1348,649,699,831,0,261,63
"961",31,"Nebraska",109,"Lancaster County",201,3,666,358,308,533,15,151,0
"962",31,"Nebraska",109,"Lancaster County",201,4,704,350,354,506,14,78,16
"963",31,"Nebraska",109,"Lancaster County",201,5,1302,625,677,1028,63,154,104
"964",31,"Nebraska",109,"Lancaster County",202,1,1500,508,992,844,61,81,513
"965",31,"Nebraska",109,"Lancaster County",202,2,1013,634,379,589,19,88,320
"966",31,"Nebraska",109,"Lancaster County",202,3,1773,793,980,580,120,130,326
"967",31,"Nebraska",109,"Lancaster County",300,1,620,313,307,486,15,138,85
"968",31,"Nebraska",109,"Lancaster County",300,2,651,344,307,416,22,67,142
"969",31,"Nebraska",109,"Lancaster County",300,3,1399,645,754,777,140,65,672
"970",31,"Nebraska",109,"Lancaster County",300,4,566,279,287,332,25,10,71
"971",31,"Nebraska",109,"Lancaster County",400,1,1543,792,751,796,279,144,829
"972",31,"Nebraska",109,"Lancaster County",400,2,1997,1035,962,1172,133,133,714
"973",31,"Nebraska",109,"Lancaster County",400,3,948,498,450,436,76,177,378
"974",31,"Nebraska",109,"Lancaster County",400,4,1000,625,375,432,97,40,433
"975",31,"Nebraska",109,"Lancaster County",500,1,1766,1131,635,692,41,132,931
"976",31,"Nebraska",109,"Lancaster County",600,1,3682,1702,1980,67,4,31,65
"977",31,"Nebraska",109,"Lancaster County",600,2,2631,1231,1400,50,0,28,93
"978",31,"Nebraska",109,"Lancaster County",700,1,1207,752,455,738,126,224,360
"979",31,"Nebraska",109,"Lancaster County",700,2,1301,735,566,777,75,395,510
"980",31,"Nebraska",109,"Lancaster County",800,1,1401,694,707,698,34,113,452
"981",31,"Nebraska",109,"Lancaster County",800,2,866,441,425,536,128,67,200
"982",31,"Nebraska",109,"Lancaster County",800,3,961,403,558,481,107,101,150
"983",31,"Nebraska",109,"Lancaster County",900,1,995,462,533,427,41,142,300
"984",31,"Nebraska",109,"Lancaster County",900,2,541,207,334,277,31,106,228
"985",31,"Nebraska",109,"Lancaster County",900,3,841,448,393,470,3,213,162
"986",31,"Nebraska",109,"Lancaster County",900,4,1268,666,602,914,46,671,86
"987",31,"Nebraska",109,"Lancaster County",1001,1,546,206,340,459,43,89,73
"988",31,"Nebraska",109,"Lancaster County",1001,2,1086,498,588,669,4,85,67
"989",31,"Nebraska",109,"Lancaster County",1001,3,899,398,501,638,34,125,191
"990",31,"Nebraska",109,"Lancaster County",1002,1,1538,659,879,809,24,307,302
"991",31,"Nebraska",109,"Lancaster County",1003,1,2136,1166,970,1144,59,269,225
"992",31,"Nebraska",109,"Lancaster County",1003,2,1331,733,598,918,100,126,221
"993",31,"Nebraska",109,"Lancaster County",1101,1,1493,849,644,984,42,282,93
"994",31,"Nebraska",109,"Lancaster County",1101,2,1913,956,957,1355,60,597,25
"995",31,"Nebraska",109,"Lancaster County",1101,3,1128,610,518,793,23,268,50
"996",31,"Nebraska",109,"Lancaster County",1102,1,1139,471,668,944,51,109,161
"997",31,"Nebraska",109,"Lancaster County",1102,2,2273,969,1304,1391,18,551,172
"998",31,"Nebraska",109,"Lancaster County",1200,1,1436,698,738,932,0,393,42
"999",31,"Nebraska",109,"Lancaster County",1200,2,1622,847,775,989,0,205,173
"1000",31,"Nebraska",109,"Lancaster County",1200,3,1086,528,558,768,134,136,171
"1001",31,"Nebraska",109,"Lancaster County",1200,4,1445,753,692,890,24,350,85
"1002",31,"Nebraska",109,"Lancaster County",1301,1,1446,673,773,1118,25,444,85
"1003",31,"Nebraska",109,"Lancaster County",1301,2,674,283,391,424,7,174,12
"1004",31,"Nebraska",109,"Lancaster County",1301,3,1233,515,718,1009,20,456,109
"1005",31,"Nebraska",109,"Lancaster County",1302,1,760,351,409,533,18,271,8
"1006",31,"Nebraska",109,"Lancaster County",1302,2,875,341,534,687,18,368,8
"1007",31,"Nebraska",109,"Lancaster County",1302,3,1221,566,655,955,27,337,46
"1008",31,"Nebraska",109,"Lancaster County",1400,1,1254,636,618,655,55,159,208
"1009",31,"Nebraska",109,"Lancaster County",1400,2,945,529,416,725,0,311,55
"1010",31,"Nebraska",109,"Lancaster County",1400,3,862,343,519,559,0,202,214
"1011",31,"Nebraska",109,"Lancaster County",1400,4,1184,599,585,870,85,236,144
"1012",31,"Nebraska",109,"Lancaster County",1400,5,555,285,270,350,22,99,123
"1013",31,"Nebraska",109,"Lancaster County",1500,1,872,369,503,613,5,196,89
"1014",31,"Nebraska",109,"Lancaster County",1500,2,740,343,397,537,0,300,32
"1015",31,"Nebraska",109,"Lancaster County",1500,3,1900,996,904,1188,57,252,142
"1016",31,"Nebraska",109,"Lancaster County",1500,4,768,354,414,452,15,210,148
"1017",31,"Nebraska",109,"Lancaster County",1600,1,1046,408,638,693,18,408,105
"1018",31,"Nebraska",109,"Lancaster County",1600,2,1309,521,788,823,32,618,39
"1019",31,"Nebraska",109,"Lancaster County",1600,3,640,273,367,452,0,201,57
"1020",31,"Nebraska",109,"Lancaster County",1600,4,1063,540,523,746,0,106,210
"1021",31,"Nebraska",109,"Lancaster County",1600,5,1569,739,830,1019,7,408,171
"1022",31,"Nebraska",109,"Lancaster County",1700,1,1081,609,472,539,82,87,593
"1023",31,"Nebraska",109,"Lancaster County",1700,2,930,521,409,640,21,272,190
"1024",31,"Nebraska",109,"Lancaster County",1700,3,986,501,485,672,61,336,327
"1025",31,"Nebraska",109,"Lancaster County",1700,4,771,479,292,549,30,190,289
"1026",31,"Nebraska",109,"Lancaster County",1700,5,1055,557,498,624,191,82,405
"1027",31,"Nebraska",109,"Lancaster County",1700,6,448,151,297,417,113,70,192
"1028",31,"Nebraska",109,"Lancaster County",1800,1,438,265,173,293,52,31,193
"1029",31,"Nebraska",109,"Lancaster County",1800,2,1140,584,556,655,123,98,268
"1030",31,"Nebraska",109,"Lancaster County",1900,1,937,575,362,448,28,205,190
"1031",31,"Nebraska",109,"Lancaster County",2001,1,1030,598,432,694,70,306,461
"1032",31,"Nebraska",109,"Lancaster County",2001,2,719,372,347,380,98,89,372
"1033",31,"Nebraska",109,"Lancaster County",2001,3,705,406,299,400,38,168,345
"1034",31,"Nebraska",109,"Lancaster County",2002,1,909,513,396,645,191,147,371
"1035",31,"Nebraska",109,"Lancaster County",2002,2,1241,679,562,677,56,137,526
"1036",31,"Nebraska",109,"Lancaster County",2002,3,689,471,218,507,76,110,125
"1037",31,"Nebraska",109,"Lancaster County",2100,1,1033,516,517,704,136,96,404
"1038",31,"Nebraska",109,"Lancaster County",2100,2,1145,585,560,580,100,131,240
"1039",31,"Nebraska",109,"Lancaster County",2200,1,839,540,299,473,37,70,156
"1040",31,"Nebraska",109,"Lancaster County",2200,2,528,234,294,370,72,65,165
"1041",31,"Nebraska",109,"Lancaster County",2200,3,565,277,288,483,11,241,14
"1042",31,"Nebraska",109,"Lancaster County",2200,4,691,328,363,592,90,59,57
"1043",31,"Nebraska",109,"Lancaster County",2200,5,1316,649,667,749,115,130,238
"1044",31,"Nebraska",109,"Lancaster County",2200,6,1463,708,755,833,298,81,503
"1045",31,"Nebraska",109,"Lancaster County",2300,1,636,324,312,450,52,183,14
"1046",31,"Nebraska",109,"Lancaster County",2300,2,1100,563,537,609,0,167,205
"1047",31,"Nebraska",109,"Lancaster County",2300,3,878,414,464,674,20,264,10
"1048",31,"Nebraska",109,"Lancaster County",2300,4,1093,477,616,661,22,152,167
"1049",31,"Nebraska",109,"Lancaster County",2300,5,655,305,350,483,16,300,9
"1050",31,"Nebraska",109,"Lancaster County",2300,6,478,252,226,360,0,224,66
"1051",31,"Nebraska",109,"Lancaster County",2300,7,1013,471,542,687,81,139,288
"1052",31,"Nebraska",109,"Lancaster County",2400,1,1045,549,496,692,70,313,23
"1053",31,"Nebraska",109,"Lancaster County",2400,2,884,429,455,674,0,546,14
"1054",31,"Nebraska",109,"Lancaster County",2400,3,453,197,256,375,0,322,0
"1055",31,"Nebraska",109,"Lancaster County",2400,4,725,407,318,421,0,288,209
"1056",31,"Nebraska",109,"Lancaster County",2500,1,1351,540,811,1152,152,303,50
"1057",31,"Nebraska",109,"Lancaster County",2500,2,1202,671,531,828,0,372,47
"1058",31,"Nebraska",109,"Lancaster County",2500,3,966,470,496,631,31,224,21
"1059",31,"Nebraska",109,"Lancaster County",2500,4,1046,596,450,783,14,213,16
"1060",31,"Nebraska",109,"Lancaster County",2500,5,1110,457,653,763,59,395,304
"1061",31,"Nebraska",109,"Lancaster County",2701,1,1145,501,644,422,48,142,122
"1062",31,"Nebraska",109,"Lancaster County",2701,2,975,446,529,647,38,188,125
"1063",31,"Nebraska",109,"Lancaster County",2701,3,1276,650,626,844,12,415,79
"1064",31,"Nebraska",109,"Lancaster County",2702,1,1158,567,591,830,5,277,80
"1065",31,"Nebraska",109,"Lancaster County",2702,2,772,469,303,627,46,268,46
"1066",31,"Nebraska",109,"Lancaster County",2702,3,996,496,500,773,10,301,9
"1067",31,"Nebraska",109,"Lancaster County",2702,4,1136,531,605,909,42,494,34
"1068",31,"Nebraska",109,"Lancaster County",2702,5,1306,564,742,652,81,157,338
"1069",31,"Nebraska",109,"Lancaster County",2800,1,1250,587,663,901,52,349,39
"1070",31,"Nebraska",109,"Lancaster County",2800,2,1345,767,578,878,48,204,15
"1071",31,"Nebraska",109,"Lancaster County",2800,3,565,389,176,492,45,291,53
"1072",31,"Nebraska",109,"Lancaster County",2800,4,985,505,480,757,22,287,136
"1073",31,"Nebraska",109,"Lancaster County",2800,5,1594,818,776,994,11,658,175
"1074",31,"Nebraska",109,"Lancaster County",2900,1,1134,518,616,844,192,60,124
"1075",31,"Nebraska",109,"Lancaster County",2900,2,4105,1936,2169,2032,110,792,862
"1076",31,"Nebraska",109,"Lancaster County",3001,1,1725,710,1015,1402,107,426,156
"1077",31,"Nebraska",109,"Lancaster County",3001,2,1280,505,775,747,69,221,50
"1078",31,"Nebraska",109,"Lancaster County",3001,3,3418,1814,1604,1650,62,696,564
"1079",31,"Nebraska",109,"Lancaster County",3002,1,1439,632,807,894,88,140,23
"1080",31,"Nebraska",109,"Lancaster County",3002,2,635,350,285,442,26,31,153
"1081",31,"Nebraska",109,"Lancaster County",3002,3,1188,579,609,733,79,66,350
"1082",31,"Nebraska",109,"Lancaster County",3003,1,2813,1472,1341,1602,160,361,725
"1083",31,"Nebraska",109,"Lancaster County",3003,2,1850,964,886,997,234,121,663
"1084",31,"Nebraska",109,"Lancaster County",3102,1,2108,1106,1002,1056,15,527,273
"1085",31,"Nebraska",109,"Lancaster County",3102,2,1896,914,982,1124,46,587,71
"1086",31,"Nebraska",109,"Lancaster County",3102,3,1848,985,863,985,9,455,103
"1087",31,"Nebraska",109,"Lancaster County",3103,1,1247,679,568,694,106,160,435
"1088",31,"Nebraska",109,"Lancaster County",3103,2,1248,620,628,660,157,60,704
"1089",31,"Nebraska",109,"Lancaster County",3104,1,937,465,472,466,32,29,88
"1090",31,"Nebraska",109,"Lancaster County",3104,2,1898,1204,694,946,194,207,701
"1091",31,"Nebraska",109,"Lancaster County",3104,3,1735,933,802,1057,267,128,429
"1092",31,"Nebraska",109,"Lancaster County",3104,4,1374,670,704,897,43,156,155
"1093",31,"Nebraska",109,"Lancaster County",3202,1,1900,972,928,1031,224,112,260
"1094",31,"Nebraska",109,"Lancaster County",3202,2,1244,528,716,680,82,84,273
"1095",31,"Nebraska",109,"Lancaster County",3301,1,3007,1706,1301,1497,19,643,1357
"1096",31,"Nebraska",109,"Lancaster County",3301,2,1537,669,868,967,223,162,538
"1097",31,"Nebraska",109,"Lancaster County",3302,1,3801,2077,1724,2342,167,743,306
"1098",31,"Nebraska",109,"Lancaster County",3401,1,6011,3482,2529,3631,561,975,630
"1099",31,"Nebraska",109,"Lancaster County",3402,1,2045,897,1148,1225,91,214,381
"1100",31,"Nebraska",109,"Lancaster County",3402,2,1949,868,1081,1091,55,337,535
"1101",31,"Nebraska",109,"Lancaster County",3402,3,2232,1124,1108,1198,71,354,469
"1102",31,"Nebraska",109,"Lancaster County",3500,1,161,120,41,136,30,15,41
"1103",31,"Nebraska",109,"Lancaster County",3601,1,1131,1131,0,1006,201,23,0
"1104",31,"Nebraska",109,"Lancaster County",3604,1,2719,1407,1312,1963,69,837,50
"1105",31,"Nebraska",109,"Lancaster County",3605,1,1181,497,684,847,23,359,62
"1106",31,"Nebraska",109,"Lancaster County",3605,2,1106,658,448,701,3,187,10
"1107",31,"Nebraska",109,"Lancaster County",3605,3,993,437,556,692,8,125,0
"1108",31,"Nebraska",109,"Lancaster County",3607,1,3776,1755,2021,2015,68,1028,164
"1109",31,"Nebraska",109,"Lancaster County",3608,1,1109,464,645,722,21,315,43
"1110",31,"Nebraska",109,"Lancaster County",3609,1,2215,1027,1188,1540,9,1042,10
"1111",31,"Nebraska",109,"Lancaster County",3704,1,1550,768,782,969,13,524,4
"1112",31,"Nebraska",109,"Lancaster County",3704,2,1778,930,848,1355,44,386,143
"1113",31,"Nebraska",109,"Lancaster County",3704,3,818,355,463,467,16,122,127
"1114",31,"Nebraska",109,"Lancaster County",3704,4,964,415,549,527,1,230,137
"1115",31,"Nebraska",109,"Lancaster County",3706,1,1938,931,1007,1449,89,493,110
"1116",31,"Nebraska",109,"Lancaster County",3706,2,1791,782,1009,1240,0,536,113
"1117",31,"Nebraska",109,"Lancaster County",3706,3,2109,1033,1076,1562,0,880,89
"1118",31,"Nebraska",109,"Lancaster County",3707,1,613,364,249,388,13,160,0
"1119",31,"Nebraska",109,"Lancaster County",3707,2,898,404,494,750,29,344,10
"1120",31,"Nebraska",109,"Lancaster County",3707,3,2092,995,1097,1470,53,656,28
"1121",31,"Nebraska",109,"Lancaster County",3707,4,4101,2068,2033,2676,47,1479,276
"1122",31,"Nebraska",109,"Lancaster County",3708,1,2586,1280,1306,1809,31,997,41
"1123",31,"Nebraska",109,"Lancaster County",3708,2,1717,860,857,1167,53,637,8
"1124",31,"Nebraska",109,"Lancaster County",3709,1,1657,833,824,990,14,451,110
"1125",31,"Nebraska",109,"Lancaster County",3709,2,1113,551,562,749,0,315,60
"1126",31,"Nebraska",109,"Lancaster County",3709,3,1277,652,625,800,0,452,304
"1127",31,"Nebraska",109,"Lancaster County",3709,4,1102,520,582,640,0,360,6
"1128",31,"Nebraska",109,"Lancaster County",3713,1,2387,1222,1165,1572,0,1031,5
"1129",31,"Nebraska",109,"Lancaster County",3714,1,2174,1101,1073,1452,12,759,60
"1130",31,"Nebraska",109,"Lancaster County",3715,1,2492,1196,1296,1550,15,888,10
"1131",31,"Nebraska",109,"Lancaster County",3716,1,4673,2249,2424,3041,48,1768,51
"1132",31,"Nebraska",109,"Lancaster County",3717,1,3079,1676,1403,1703,25,723,469
"1133",31,"Nebraska",109,"Lancaster County",3718,1,1936,916,1020,1481,15,954,21
"1134",31,"Nebraska",109,"Lancaster County",3719,1,3488,1728,1760,2189,38,1165,121
"1135",31,"Nebraska",109,"Lancaster County",3720,1,1337,707,630,921,0,621,0
"1136",31,"Nebraska",109,"Lancaster County",3801,1,748,326,422,601,14,400,15
"1137",31,"Nebraska",109,"Lancaster County",3801,2,1669,681,988,961,33,431,175
"1138",31,"Nebraska",109,"Lancaster County",3801,3,2290,1004,1286,1785,67,931,197
"1139",31,"Nebraska",109,"Lancaster County",3802,1,1284,590,694,960,20,505,67
"1140",31,"Nebraska",109,"Lancaster County",3802,2,1515,774,741,1026,31,346,191
"1141",31,"Nebraska",109,"Lancaster County",10100,1,1147,636,511,734,31,356,87
"1142",31,"Nebraska",109,"Lancaster County",10100,2,2290,1273,1017,1582,51,622,71
"1143",31,"Nebraska",109,"Lancaster County",10100,3,2600,1264,1336,1705,34,429,86
"1144",31,"Nebraska",109,"Lancaster County",10201,1,4026,2058,1968,1948,102,799,727
"1145",31,"Nebraska",109,"Lancaster County",10202,1,1579,817,762,1088,32,271,96
"1146",31,"Nebraska",109,"Lancaster County",10202,2,1136,554,582,762,33,219,74
"1147",31,"Nebraska",109,"Lancaster County",10202,3,1546,776,770,1069,67,349,44
"1148",31,"Nebraska",109,"Lancaster County",10300,1,2222,1085,1137,1579,35,544,58
"1149",31,"Nebraska",109,"Lancaster County",10300,2,1300,629,671,891,23,215,62
"1150",31,"Nebraska",109,"Lancaster County",10300,3,391,228,163,297,11,104,29
"1151",31,"Nebraska",109,"Lancaster County",10400,1,908,468,440,675,6,385,30
"1152",31,"Nebraska",109,"Lancaster County",10400,2,850,416,434,585,19,149,34
"1153",31,"Nebraska",109,"Lancaster County",10400,3,3614,1804,1810,2111,40,746,53
"1154",31,"Nebraska",109,"Lancaster County",10400,4,1019,482,537,662,32,163,127
"1155",31,"Nebraska",109,"Lancaster County",10400,5,1700,820,880,1068,92,418,116
"1156",31,"Nebraska",109,"Lancaster County",983200,1,346,331,15,333,28,5,0
"1157",31,"Nebraska",111,"Lincoln County",959700,1,1117,551,566,872,53,107,56
"1158",31,"Nebraska",111,"Lincoln County",959700,2,936,465,471,643,49,84,67
"1159",31,"Nebraska",111,"Lincoln County",959700,3,631,245,386,397,35,100,117
"1160",31,"Nebraska",111,"Lincoln County",959700,4,865,452,413,628,29,122,90
"1161",31,"Nebraska",111,"Lincoln County",959800,1,1090,523,567,742,48,133,51
"1162",31,"Nebraska",111,"Lincoln County",959800,2,729,333,396,485,20,42,111
"1163",31,"Nebraska",111,"Lincoln County",959800,3,1286,679,607,937,22,167,68
"1164",31,"Nebraska",111,"Lincoln County",959900,1,753,437,316,515,26,80,87
"1165",31,"Nebraska",111,"Lincoln County",959900,2,1092,625,467,730,33,128,44
"1166",31,"Nebraska",111,"Lincoln County",959900,3,554,256,298,374,87,27,56
"1167",31,"Nebraska",111,"Lincoln County",959900,4,1062,516,546,523,119,0,129
"1168",31,"Nebraska",111,"Lincoln County",959900,5,936,478,458,619,156,47,116
"1169",31,"Nebraska",111,"Lincoln County",959900,6,691,337,354,341,21,0,109
"1170",31,"Nebraska",111,"Lincoln County",960200,1,1836,862,974,990,171,107,264
"1171",31,"Nebraska",111,"Lincoln County",960200,2,1170,676,494,792,55,49,139
"1172",31,"Nebraska",111,"Lincoln County",960200,3,549,234,315,399,27,43,58
"1173",31,"Nebraska",111,"Lincoln County",960200,4,1502,724,778,864,151,110,393
"1174",31,"Nebraska",111,"Lincoln County",960300,1,831,350,481,585,36,122,18
"1175",31,"Nebraska",111,"Lincoln County",960300,2,757,391,366,416,20,0,253
"1176",31,"Nebraska",111,"Lincoln County",960300,3,706,296,410,406,18,98,35
"1177",31,"Nebraska",111,"Lincoln County",960300,4,483,207,276,359,25,72,27
"1178",31,"Nebraska",111,"Lincoln County",960300,5,802,393,409,534,18,68,32
"1179",31,"Nebraska",111,"Lincoln County",960300,6,845,439,406,602,14,240,43
"1180",31,"Nebraska",111,"Lincoln County",960400,1,532,270,262,403,35,54,0
"1181",31,"Nebraska",111,"Lincoln County",960400,2,1578,778,800,1065,74,149,163
"1182",31,"Nebraska",111,"Lincoln County",960400,3,1267,632,635,749,68,157,49
"1183",31,"Nebraska",111,"Lincoln County",960400,4,768,374,394,555,148,76,258
"1184",31,"Nebraska",111,"Lincoln County",960400,5,819,433,386,600,27,116,13
"1185",31,"Nebraska",111,"Lincoln County",960400,6,937,428,509,821,23,199,14
"1186",31,"Nebraska",111,"Lincoln County",960500,1,1593,689,904,1300,163,239,300
"1187",31,"Nebraska",111,"Lincoln County",960500,2,937,472,465,564,0,140,28
"1188",31,"Nebraska",111,"Lincoln County",960500,3,2507,1177,1330,1759,63,522,30
"1189",31,"Nebraska",111,"Lincoln County",960600,1,1617,812,805,1147,0,484,29
"1190",31,"Nebraska",111,"Lincoln County",960600,2,1383,692,691,1013,26,249,56
"1191",31,"Nebraska",111,"Lincoln County",960600,3,1051,556,495,708,82,163,77
"1192",31,"Nebraska",113,"Logan County",957500,1,724,334,390,532,27,79,55
"1193",31,"Nebraska",115,"Loup County",972800,1,534,304,230,377,33,51,125
"1194",31,"Nebraska",117,"McPherson County",957900,1,348,187,161,285,19,71,45
"1195",31,"Nebraska",119,"Madison County",960600,1,2757,1329,1428,1717,116,453,179
